id	entry	check	category	status	value
PORT-geometrydash_subzero-023-loader-family	geometrydash_subzero	023-loader-family	loader	recorded	shared Cocos2d-x 2.x AArch64 core
PORT-geometrydash_subzero-024-init-array	geometrydash_subzero	024-init-array	loader	recorded	native constructors preserved
PORT-geometrydash_subzero-025-jni-onload	geometrydash_subzero	025-jni-onload	loader	recorded	game registration preserved
PORT-geometrydash_subzero-026-native-lifecycle	geometrydash_subzero	026-native-lifecycle	loader	recorded	Android lifecycle, preferences, touch and asset reader reproduced
PORT-geometrydash_subzero-027-video-ownership	geometrydash_subzero	027-video-ownership	video	recorded	firmware SDL/EGL/GLES
PORT-geometrydash_subzero-028-backend-detection	geometrydash_subzero	028-backend-detection	video	recorded	no video backend forced
PORT-geometrydash_subzero-029-gles-probe	geometrydash_subzero	029-gles-probe	video	recorded	GLES2 context capability measured
PORT-geometrydash_subzero-030-drawable-size	geometrydash_subzero	030-drawable-size	video	recorded	real drawable
PORT-geometrydash_subzero-031-video-fix-scope	geometrydash_subzero	031-video-fix-scope	video	recorded	game-specific adapter stays separate from shared core
PORT-geometrydash_subzero-032-native-audio-first	geometrydash_subzero	032-native-audio-first	audio	recorded	OpenSL-style game audio through host bridge
PORT-geometrydash_subzero-033-audio-fallback-condition	geometrydash_subzero	033-audio-fallback-condition	audio	recorded	inherited host output first
PORT-geometrydash_subzero-034-realtime-safety	geometrydash_subzero	034-realtime-safety	audio	recorded	long ArkOS gameplay session with audio
PORT-geometrydash_subzero-035-portmaster-mapping	geometrydash_subzero	035-portmaster-mapping	input	recorded	SDL mapping plus direct TRIGGER_HAPPY function keys
PORT-geometrydash_subzero-036-input-hotplug	geometrydash_subzero	036-input-hotplug	input	recorded	evdev rescan supports late controller
PORT-geometrydash_subzero-037-cursor-context	geometrydash_subzero	037-cursor-context	input	recorded	right stick arrow in touch menus; R3 click; gameplay remains native
PORT-geometrydash_subzero-038-single-instance	geometrydash_subzero	038-single-instance	lifecycle	recorded	foreground process only
PORT-geometrydash_subzero-039-save-pause-exit	geometrydash_subzero	039-save-pause-exit	lifecycle	recorded	SELECT+START clean exit
PORT-geometrydash_subzero-040-physical-stacks	geometrydash_subzero	040-physical-stacks	evidence	recorded	[{"level":"physical-full","release":"v1.0.0 base, carried into v1.0.1 metadata update","result":"clean install, 60 fps, audio, native pad and long gameplay","stack":"R36S/ArkOS Mali-G31/KMSDRM"},{"level":"physical-full","release":"shared loader before unification","result":"gameplay, audio, control and save","stack":"NextOS Mali-450/fbdev"}]
PORT-geometrydash_subzero-041-limitations	geometrydash_subzero	041-limitations	evidence	recorded	["Other AArch64 CFWs remain untested"]
PORT-geometrydash_subzero-042-generalization	geometrydash_subzero	042-generalization	generalization	recorded	{"allowed":["shared engine core with strict package adapter","hotplug function-key supplement"],"forbidden":["assume every Cocos title shares offsets","cursor input during native gameplay"]}
PORT-gta3-001-canonical-id	gta3	001-canonical-id	identity	recorded	gta3
PORT-gta3-002-title	gta3	002-title	identity	recorded	GTA III Classic Android
PORT-gta3-003-support-scope	gta3	003-support-scope	classification	recorded	local-device-specific-approved
PORT-gta3-004-publication	gta3	004-publication	classification	recorded	local-reference
PORT-gta3-005-positive-reference	gta3	005-positive-reference	classification	recorded	true
PORT-gta3-006-local-path	gta3	006-local-path	source	recorded	ports/gta3
PORT-gta3-007-remote-url	gta3	007-remote-url	source	recorded	not-applicable: no current public release ledger
PORT-gta3-008-source-snapshot	gta3	008-source-snapshot	source	recorded	4a27434bb0b2c66d106ba60a74b3a7066b5bc629
PORT-gta3-009-release-tag	gta3	009-release-tag	release	recorded	local finished snapshot
PORT-gta3-010-release-commit	gta3	010-release-commit	release	recorded	4a27434bb0b2c66d106ba60a74b3a7066b5bc629
PORT-gta3-011-release-asset	gta3	011-release-asset	release	recorded	not-applicable: local reference
PORT-gta3-012-release-sha256	gta3	012-release-sha256	release	recorded	not-applicable: local reference
PORT-gta3-013-data-policy	gta3	013-data-policy	data	recorded	BYO Rockstar APK/OBB
PORT-gta3-014-package-identity	gta3	014-package-identity	data	recorded	classic Android GTA III arm64
PORT-gta3-015-version-rule	gta3	015-version-rule	data	recorded	matching libGame/libc++ and assets
PORT-gta3-016-transactional-install	gta3	016-transactional-install	data	recorded	historical custom extraction; migrate only after audit
PORT-gta3-017-guest-abi	gta3	017-guest-abi	abi	recorded	Android AArch64
PORT-gta3-018-host-abi	gta3	018-host-abi	abi	recorded	Linux AArch64
PORT-gta3-019-elf-class	gta3	019-elf-class	abi	recorded	ELF64
PORT-gta3-020-float-abi	gta3	020-float-abi	abi	recorded	AAPCS64
PORT-gta3-021-interpreter	gta3	021-interpreter	abi	recorded	NextOS AArch64 runtime
PORT-gta3-022-glibc-ceiling	gta3	022-glibc-ceiling	abi	recorded	local release loader verified GLIBC_2.17
PORT-gta3-023-loader-family	gta3	023-loader-family	loader	recorded	War Drum RenderWare/GameNative two-module loader
PORT-gta3-024-init-array	gta3	024-init-array	loader	recorded	native constructors
PORT-gta3-025-jni-onload	gta3	025-jni-onload	loader	recorded	static GameNative JNI path
PORT-gta3-026-native-lifecycle	gta3	026-native-lifecycle	loader	recorded	finished/playable target flow
PORT-gta3-027-video-ownership	gta3	027-video-ownership	video	recorded	Mali-450 fbdev target
PORT-gta3-028-backend-detection	gta3	028-backend-detection	video	recorded	not universal
PORT-gta3-029-gles-probe	gta3	029-gles-probe	video	recorded	native GLES2
PORT-gta3-030-drawable-size	gta3	030-drawable-size	video	recorded	target drawable
PORT-gta3-031-video-fix-scope	gta3	031-video-fix-scope	video	recorded	Rockstar engine fixes exact to version
PORT-gta3-032-native-audio-first	gta3	032-native-audio-first	audio	recorded	OpenAL plus mpg123
PORT-gta3-033-audio-fallback-condition	gta3	033-audio-fallback-condition	audio	recorded	target-specific working backend configuration
PORT-gta3-034-realtime-safety	gta3	034-realtime-safety	audio	recorded	target gameplay evidence
PORT-gta3-035-portmaster-mapping	gta3	035-portmaster-mapping	input	recorded	SDL GameController to GameNative callbacks
PORT-gta3-036-input-hotplug	gta3	036-input-hotplug	input	recorded	not universal evidence
PORT-gta3-037-cursor-context	gta3	037-cursor-context	input	recorded	not-applicable: native controls
PORT-gta3-038-single-instance	gta3	038-single-instance	lifecycle	recorded	exact game process only
PORT-gta3-039-save-pause-exit	gta3	039-save-pause-exit	lifecycle	recorded	audio, cutscenes, controls, save/autosave and frontend exit validated on target
PORT-gta3-040-physical-stacks	gta3	040-physical-stacks	evidence	recorded	[{"level":"physical-full","release":"local finished snapshot","result":"boot, gameplay, audio, video, controls and save","stack":"NextOS Mali-450/fbdev"}]
PORT-gta3-041-limitations	gta3	041-limitations	evidence	recorded	["Not universal","No other device is implied"]
PORT-gta3-042-generalization	gta3	042-generalization	generalization	recorded	{"allowed":["low-glibc AArch64 loader","stable bionic stack-guard TLS pattern after contract proof"],"forbidden":["Rockstar offsets","movie-gate shortcuts as generic lifecycle","claim cross-device support"]}
PORT-gta3de-001-canonical-id	gta3de	001-canonical-id	identity	recorded	gta3de
PORT-gta3de-002-title	gta3de	002-title	identity	recorded	GTA III Definitive Edition UE4 experiment
PORT-gta3de-003-support-scope	gta3de	003-support-scope	classification	recorded	local-approved-subsystems-not-playable
PORT-gta3de-004-publication	gta3de	004-publication	classification	recorded	local-approved-subsystem-reference
PORT-gta3de-005-positive-reference	gta3de	005-positive-reference	classification	recorded	true
PORT-gta3de-006-local-path	gta3de	006-local-path	source	recorded	ports/gta3de
PORT-gta3de-007-remote-url	gta3de	007-remote-url	source	recorded	not-applicable: no current public release ledger
PORT-gta3de-008-source-snapshot	gta3de	008-source-snapshot	source	recorded	1d2215a84e938183d7555d15379db33a4eeda771
PORT-gta3de-009-release-tag	gta3de	009-release-tag	release	recorded	not-applicable: in progress
PORT-gta3de-010-release-commit	gta3de	010-release-commit	release	recorded	1d2215a84e938183d7555d15379db33a4eeda771
PORT-gta3de-011-release-asset	gta3de	011-release-asset	release	recorded	not-applicable: no playable release
PORT-gta3de-012-release-sha256	gta3de	012-release-sha256	release	recorded	not-applicable: no playable release
PORT-gta3de-013-data-policy	gta3de	013-data-policy	data	recorded	BYO Netflix UE4 data
PORT-gta3de-014-package-identity	gta3de	014-package-identity	data	recorded	GTA Trilogy Netflix v1.84.3 ARM64 libUE4
PORT-gta3de-015-version-rule	gta3de	015-version-rule	data	recorded	exact UE4 build and missing compatible texture data remain blockers
PORT-gta3de-016-transactional-install	gta3de	016-transactional-install	data	recorded	not release-ready
PORT-gta3de-017-guest-abi	gta3de	017-guest-abi	abi	recorded	Android AArch64
PORT-gta3de-018-host-abi	gta3de	018-host-abi	abi	recorded	Linux AArch64
PORT-gta3de-019-elf-class	gta3de	019-elf-class	abi	recorded	ELF64
PORT-gta3de-020-float-abi	gta3de	020-float-abi	abi	recorded	AAPCS64
PORT-gta3de-021-interpreter	gta3de	021-interpreter	abi	recorded	NextOS AArch64 runtime
PORT-gta3de-022-glibc-ceiling	gta3de	022-glibc-ceiling	abi	recorded	not a public artifact
PORT-gta3de-023-loader-family	gta3de	023-loader-family	loader	recorded	UE4 android_main bootstrap
PORT-gta3de-024-init-array	gta3de	024-init-array	loader	recorded	constructor/TLS/stdio subsystems studied
PORT-gta3de-025-jni-onload	gta3de	025-jni-onload	loader	recorded	UE4 JNI metadata surface
PORT-gta3de-026-native-lifecycle	gta3de	026-native-lifecycle	loader	recorded	partial boot only; no gameplay
PORT-gta3de-027-video-ownership	gta3de	027-video-ownership	video	recorded	Mali-450 target experiment
PORT-gta3de-028-backend-detection	gta3de	028-backend-detection	video	recorded	Vulkan disabled only because capability is absent
PORT-gta3de-029-gles-probe	gta3de	029-gles-probe	video	recorded	GLES2 context reached
PORT-gta3de-030-drawable-size	gta3de	030-drawable-size	video	recorded	target drawable
PORT-gta3de-031-video-fix-scope	gta3de	031-video-fix-scope	video	recorded	OpenSSL/TLS/stdio/Vulkan hooks exact to UE4 build
PORT-gta3de-032-native-audio-first	gta3de	032-native-audio-first	audio	recorded	not reached as complete gameplay evidence
PORT-gta3de-033-audio-fallback-condition	gta3de	033-audio-fallback-condition	audio	recorded	not established
PORT-gta3de-034-realtime-safety	gta3de	034-realtime-safety	audio	recorded	not established
PORT-gta3de-035-portmaster-mapping	gta3de	035-portmaster-mapping	input	recorded	not complete
PORT-gta3de-036-input-hotplug	gta3de	036-input-hotplug	input	recorded	not complete
PORT-gta3de-037-cursor-context	gta3de	037-cursor-context	input	recorded	not-applicable
PORT-gta3de-038-single-instance	gta3de	038-single-instance	lifecycle	recorded	exact experiment process only
PORT-gta3de-039-save-pause-exit	gta3de	039-save-pause-exit	lifecycle	recorded	not established
PORT-gta3de-040-physical-stacks	gta3de	040-physical-stacks	evidence	recorded	[{"level":"physical-subsystem","release":"local WIP","result":"ELF/UE4 bootstrap faults solved and GLES context reached","stack":"NextOS Mali-450/fbdev"}]
PORT-gta3de-041-limitations	gta3de	041-limitations	evidence	recorded	["No gameplay","No complete audio/input/save/exit","ASTC data remains incompatible with Mali-450"]
PORT-gta3de-042-generalization	gta3de	042-generalization	generalization	recorded	{"allowed":["narrow UE4 bootstrap/TLS/stdio lessons after contract proof"],"forbidden":["call the port complete","claim universal/device support","copy UE4 offsets"]}
PORT-gtactw-001-canonical-id	gtactw	001-canonical-id	identity	recorded	gtactw
PORT-gtactw-002-title	gtactw	002-title	identity	recorded	GTA Chinatown Wars Netflix rerelease
PORT-gtactw-003-support-scope	gtactw	003-support-scope	classification	recorded	local-device-specific-approved
PORT-gtactw-004-publication	gtactw	004-publication	classification	recorded	local-reference
PORT-gtactw-005-positive-reference	gtactw	005-positive-reference	classification	recorded	true
PORT-gtactw-006-local-path	gtactw	006-local-path	source	recorded	ports/gtactw
PORT-gtactw-007-remote-url	gtactw	007-remote-url	source	recorded	not-applicable: no current public release ledger
PORT-gtactw-008-source-snapshot	gtactw	008-source-snapshot	source	recorded	b9f72ce7569cf0d938f625727cb3f01ed19a4bfd
PORT-gtactw-009-release-tag	gtactw	009-release-tag	release	recorded	local playable snapshot
PORT-gtactw-010-release-commit	gtactw	010-release-commit	release	recorded	b9f72ce7569cf0d938f625727cb3f01ed19a4bfd
PORT-gtactw-011-release-asset	gtactw	011-release-asset	release	recorded	not-applicable: local reference
PORT-gtactw-012-release-sha256	gtactw	012-release-sha256	release	recorded	not-applicable: local reference
PORT-gtactw-013-data-policy	gtactw	013-data-policy	data	recorded	BYO Netflix split APK/assets
PORT-gtactw-014-package-identity	gtactw	014-package-identity	data	recorded	ARM64 libGame plus matching split assets
PORT-gtactw-015-version-rule	gtactw	015-version-rule	data	recorded	complete split set required
PORT-gtactw-016-transactional-install	gtactw	016-transactional-install	data	recorded	historical manual split extraction
PORT-gtactw-017-guest-abi	gtactw	017-guest-abi	abi	recorded	Android AArch64
PORT-gtactw-018-host-abi	gtactw	018-host-abi	abi	recorded	Linux AArch64
PORT-gtactw-019-elf-class	gtactw	019-elf-class	abi	recorded	ELF64
PORT-gtactw-020-float-abi	gtactw	020-float-abi	abi	recorded	AAPCS64
PORT-gtactw-021-interpreter	gtactw	021-interpreter	abi	recorded	NextOS AArch64 runtime
PORT-gtactw-022-glibc-ceiling	gtactw	022-glibc-ceiling	abi	recorded	not a current public artifact; re-audit
PORT-gtactw-023-loader-family	gtactw	023-loader-family	loader	recorded	GameNative/libGame AArch64 so-loader
PORT-gtactw-024-init-array	gtactw	024-init-array	loader	recorded	native constructors
PORT-gtactw-025-jni-onload	gtactw	025-jni-onload	loader	recorded	GameNative JNI
PORT-gtactw-026-native-lifecycle	gtactw	026-native-lifecycle	loader	recorded	target frame flow
PORT-gtactw-027-video-ownership	gtactw	027-video-ownership	video	recorded	single SDL context on Mali fbdev
PORT-gtactw-028-backend-detection	gtactw	028-backend-detection	video	recorded	target-specific; raw EGL behavior differs from KMSDRM
PORT-gtactw-029-gles-probe	gtactw	029-gles-probe	video	recorded	GLES2
PORT-gtactw-030-drawable-size	gtactw	030-drawable-size	video	recorded	target drawable
PORT-gtactw-031-video-fix-scope	gtactw	031-video-fix-scope	video	recorded	one-context rule and presentation behavior are backend evidence, not universal constants
PORT-gtactw-032-native-audio-first	gtactw	032-native-audio-first	audio	recorded	OpenAL plus mpg123
PORT-gtactw-033-audio-fallback-condition	gtactw	033-audio-fallback-condition	audio	recorded	target route
PORT-gtactw-034-realtime-safety	gtactw	034-realtime-safety	audio	recorded	target audio working
PORT-gtactw-035-portmaster-mapping	gtactw	035-portmaster-mapping	input	recorded	SDL GameControllerDB into GameNative callbacks
PORT-gtactw-036-input-hotplug	gtactw	036-input-hotplug	input	recorded	not universal evidence
PORT-gtactw-037-cursor-context	gtactw	037-cursor-context	input	recorded	not-applicable
PORT-gtactw-038-single-instance	gtactw	038-single-instance	lifecycle	recorded	exact target process
PORT-gtactw-039-save-pause-exit	gtactw	039-save-pause-exit	lifecycle	recorded	native save/autosave and exit proven on target
PORT-gtactw-040-physical-stacks	gtactw	040-physical-stacks	evidence	recorded	[{"level":"physical-full","release":"local playable snapshot","result":"gameplay, audio, controls and save","stack":"NextOS Mali-450/fbdev"}]
PORT-gtactw-041-limitations	gtactw	041-limitations	evidence	recorded	["Not universal","Observed raw-EGL presentation is the opposite of some KMS devices"]
PORT-gtactw-042-generalization	gtactw	042-generalization	generalization	recorded	{"allowed":["backend ownership must be detected","never create redundant EGL context"],"forbidden":["assume fbdev swap behavior on KMSDRM","claim other devices"]}
PORT-gtalcs2-001-canonical-id	gtalcs2	001-canonical-id	identity	recorded	gtalcs2
PORT-gtalcs2-002-title	gtalcs2	002-title	identity	recorded	GTA Liberty City Stories clean JNI-table loader
PORT-gtalcs2-003-support-scope	gtalcs2	003-support-scope	classification	recorded	local-device-specific-approved
PORT-gtalcs2-004-publication	gtalcs2	004-publication	classification	recorded	local-reference
PORT-gtalcs2-005-positive-reference	gtalcs2	005-positive-reference	classification	recorded	true
PORT-gtalcs2-006-local-path	gtalcs2	006-local-path	source	recorded	ports/gtalcs2
PORT-gtalcs2-007-remote-url	gtalcs2	007-remote-url	source	recorded	not-applicable: no current public release ledger
PORT-gtalcs2-008-source-snapshot	gtalcs2	008-source-snapshot	source	recorded	0ff14a1c307ba51d2f0951da1af4755e80ebc270
PORT-gtalcs2-009-release-tag	gtalcs2	009-release-tag	release	recorded	current local LCS snapshot
PORT-gtalcs2-010-release-commit	gtalcs2	010-release-commit	release	recorded	0ff14a1c307ba51d2f0951da1af4755e80ebc270
PORT-gtalcs2-011-release-asset	gtalcs2	011-release-asset	release	recorded	not-applicable: local reference
PORT-gtalcs2-012-release-sha256	gtalcs2	012-release-sha256	release	recorded	not-applicable: local reference
PORT-gtalcs2-013-data-policy	gtalcs2	013-data-policy	data	recorded	BYO Rockstar APK/WAD
PORT-gtalcs2-014-package-identity	gtalcs2	014-package-identity	data	recorded	com.rockstargames.gtalcs ARM64
PORT-gtalcs2-015-version-rule	gtalcs2	015-version-rule	data	recorded	matching libGame and WAD data
PORT-gtalcs2-016-transactional-install	gtalcs2	016-transactional-install	data	recorded	historical local data setup
PORT-gtalcs2-017-guest-abi	gtalcs2	017-guest-abi	abi	recorded	Android AArch64
PORT-gtalcs2-018-host-abi	gtalcs2	018-host-abi	abi	recorded	Linux AArch64
PORT-gtalcs2-019-elf-class	gtalcs2	019-elf-class	abi	recorded	ELF64
PORT-gtalcs2-020-float-abi	gtalcs2	020-float-abi	abi	recorded	AAPCS64
PORT-gtalcs2-021-interpreter	gtalcs2	021-interpreter	abi	recorded	NextOS AArch64 runtime
PORT-gtalcs2-022-glibc-ceiling	gtalcs2	022-glibc-ceiling	abi	recorded	not a current public artifact; re-audit
PORT-gtalcs2-023-loader-family	gtalcs2	023-loader-family	loader	recorded	clean two-module GTAJNIlib table loader
PORT-gtalcs2-024-init-array	gtalcs2	024-init-array	loader	recorded	native constructors
PORT-gtalcs2-025-jni-onload	gtalcs2	025-jni-onload	loader	recorded	JNI_OnLoad to GTAJNIlib to frames
PORT-gtalcs2-026-native-lifecycle	gtalcs2	026-native-lifecycle	loader	recorded	current maintained LCS flow
PORT-gtalcs2-027-video-ownership	gtalcs2	027-video-ownership	video	recorded	Mali-450 GLES2 target
PORT-gtalcs2-028-backend-detection	gtalcs2	028-backend-detection	video	recorded	not universal
PORT-gtalcs2-029-gles-probe	gtalcs2	029-gles-probe	video	recorded	GLES2
PORT-gtalcs2-030-drawable-size	gtalcs2	030-drawable-size	video	recorded	target drawable
PORT-gtalcs2-031-video-fix-scope	gtalcs2	031-video-fix-scope	video	recorded	vehicle-glass and loading-screen fixes exact to target/version
PORT-gtalcs2-032-native-audio-first	gtalcs2	032-native-audio-first	audio	recorded	OpenAL gameplay/SFX and WAD radio
PORT-gtalcs2-033-audio-fallback-condition	gtalcs2	033-audio-fallback-condition	audio	recorded	target route only
PORT-gtalcs2-034-realtime-safety	gtalcs2	034-realtime-safety	audio	recorded	target gameplay audio
PORT-gtalcs2-035-portmaster-mapping	gtalcs2	035-portmaster-mapping	input	recorded	SDL GameController to GTAJNIlib
PORT-gtalcs2-036-input-hotplug	gtalcs2	036-input-hotplug	input	recorded	not universal evidence
PORT-gtalcs2-037-cursor-context	gtalcs2	037-cursor-context	input	recorded	not-applicable
PORT-gtalcs2-038-single-instance	gtalcs2	038-single-instance	lifecycle	recorded	exact target process
PORT-gtalcs2-039-save-pause-exit	gtalcs2	039-save-pause-exit	lifecycle	recorded	menu, mission, local save and SELECT+START exit
PORT-gtalcs2-040-physical-stacks	gtalcs2	040-physical-stacks	evidence	recorded	[{"level":"physical-full","release":"current local snapshot","result":"menu, cutscenes, first mission, audio, controls, save and exit","stack":"NextOS Mali-450/fbdev"}]
PORT-gtalcs2-041-limitations	gtalcs2	041-limitations	evidence	recorded	["Not universal","Intact vehicle glass workaround is exact-target behavior"]
PORT-gtalcs2-042-generalization	gtalcs2	042-generalization	generalization	recorded	{"allowed":["clean JNI-table driver architecture","loading overlay state ownership"],"forbidden":["copy glass skip","copy offsets","claim other devices"]}
PORT-gtasa-001-canonical-id	gtasa	001-canonical-id	identity	recorded	gtasa
PORT-gtasa-002-title	gtasa	002-title	identity	recorded	GTA San Andreas Classic Android
PORT-gtasa-003-support-scope	gtasa	003-support-scope	classification	recorded	local-device-specific-approved
PORT-gtasa-004-publication	gtasa	004-publication	classification	recorded	local-reference
PORT-gtasa-005-positive-reference	gtasa	005-positive-reference	classification	recorded	true
PORT-gtasa-006-local-path	gtasa	006-local-path	source	recorded	ports/gtasa
PORT-gtasa-007-remote-url	gtasa	007-remote-url	source	recorded	not-applicable: no current public release ledger
PORT-gtasa-008-source-snapshot	gtasa	008-source-snapshot	source	recorded	5f23570c12997082a47c1ece6ae4ba3c131fe96d
PORT-gtasa-009-release-tag	gtasa	009-release-tag	release	recorded	local playable snapshot
PORT-gtasa-010-release-commit	gtasa	010-release-commit	release	recorded	5f23570c12997082a47c1ece6ae4ba3c131fe96d
PORT-gtasa-011-release-asset	gtasa	011-release-asset	release	recorded	not-applicable: local reference
PORT-gtasa-012-release-sha256	gtasa	012-release-sha256	release	recorded	not-applicable: local reference
PORT-gtasa-013-data-policy	gtasa	013-data-policy	data	recorded	BYO Rockstar classic v2.00 APK data
PORT-gtasa-014-package-identity	gtasa	014-package-identity	data	recorded	libGTASA.so ARM64 classic build
PORT-gtasa-015-version-rule	gtasa	015-version-rule	data	recorded	do not mix with Flutter rerelease
PORT-gtasa-016-transactional-install	gtasa	016-transactional-install	data	recorded	historical custom layout; framework migration requires explicit recipe
PORT-gtasa-017-guest-abi	gtasa	017-guest-abi	abi	recorded	Android AArch64
PORT-gtasa-018-host-abi	gtasa	018-host-abi	abi	recorded	Linux AArch64
PORT-gtasa-019-elf-class	gtasa	019-elf-class	abi	recorded	ELF64
PORT-gtasa-020-float-abi	gtasa	020-float-abi	abi	recorded	AAPCS64
PORT-gtasa-021-interpreter	gtasa	021-interpreter	abi	recorded	NextOS AArch64 runtime
PORT-gtasa-022-glibc-ceiling	gtasa	022-glibc-ceiling	abi	recorded	not a current public artifact; re-audit before release
PORT-gtasa-023-loader-family	gtasa	023-loader-family	loader	recorded	NVIDIA NvEventQueueActivity/RenderWare loader
PORT-gtasa-024-init-array	gtasa	024-init-array	loader	recorded	native constructors
PORT-gtasa-025-jni-onload	gtasa	025-jni-onload	loader	recorded	NVIDIA framework registration
PORT-gtasa-026-native-lifecycle	gtasa	026-native-lifecycle	loader	recorded	window-size and resume sequence used on target
PORT-gtasa-027-video-ownership	gtasa	027-video-ownership	video	recorded	Mali-450 GLES2 target
PORT-gtasa-028-backend-detection	gtasa	028-backend-detection	video	recorded	not universal
PORT-gtasa-029-gles-probe	gtasa	029-gles-probe	video	recorded	engine verified pure GLES2
PORT-gtasa-030-drawable-size	gtasa	030-drawable-size	video	recorded	target full resolution
PORT-gtasa-031-video-fix-scope	gtasa	031-video-fix-scope	video	recorded	engine-specific timing/render hooks
PORT-gtasa-032-native-audio-first	gtasa	032-native-audio-first	audio	recorded	OpenSL/OpenAL engine path
PORT-gtasa-033-audio-fallback-condition	gtasa	033-audio-fallback-condition	audio	recorded	OpenSL to SDL output bridge on target
PORT-gtasa-034-realtime-safety	gtasa	034-realtime-safety	audio	recorded	ring buffer and SDL stream tests
PORT-gtasa-035-portmaster-mapping	gtasa	035-portmaster-mapping	input	recorded	SDL polling into gamepad callbacks
PORT-gtasa-036-input-hotplug	gtasa	036-input-hotplug	input	recorded	not universal evidence
PORT-gtasa-037-cursor-context	gtasa	037-cursor-context	input	recorded	not-applicable: native controls
PORT-gtasa-038-single-instance	gtasa	038-single-instance	lifecycle	recorded	exact target process
PORT-gtasa-039-save-pause-exit	gtasa	039-save-pause-exit	lifecycle	recorded	playable target evidence
PORT-gtasa-040-physical-stacks	gtasa	040-physical-stacks	evidence	recorded	[{"level":"physical-full","release":"local playable snapshot","result":"world, menus, audio, controls and full-resolution rendering","stack":"NextOS Mali-450/fbdev"}]
PORT-gtasa-041-limitations	gtasa	041-limitations	evidence	recorded	["Not universal","Classic and Flutter variants are independent"]
PORT-gtasa-042-generalization	gtasa	042-generalization	generalization	recorded	{"allowed":["OpenSL queue bridge shape","AArch64 JNI table sizing"],"forbidden":["copy GTASA button ordinals to another Rockstar title","claim another device","assume engine patches transfer"]}
PORT-gtasaf-001-canonical-id	gtasaf	001-canonical-id	identity	recorded	gtasaf
PORT-gtasaf-002-title	gtasaf	002-title	identity	recorded	GTA San Andreas Flutter rerelease
PORT-gtasaf-003-support-scope	gtasaf	003-support-scope	classification	recorded	local-device-specific-approved
PORT-gtasaf-004-publication	gtasaf	004-publication	classification	recorded	local-reference
PORT-gtasaf-005-positive-reference	gtasaf	005-positive-reference	classification	recorded	true
PORT-gtasaf-006-local-path	gtasaf	006-local-path	source	recorded	ports/gtasaf
PORT-gtasaf-007-remote-url	gtasaf	007-remote-url	source	recorded	not-applicable: no current public release ledger
PORT-gtasaf-008-source-snapshot	gtasaf	008-source-snapshot	source	recorded	dfada1b91d5f011fb2a7933b3b99a30ea2156af4
PORT-gtasaf-009-release-tag	gtasaf	009-release-tag	release	recorded	local snapshot
PORT-gtasaf-010-release-commit	gtasaf	010-release-commit	release	recorded	dfada1b91d5f011fb2a7933b3b99a30ea2156af4
PORT-gtasaf-011-release-asset	gtasaf	011-release-asset	release	recorded	not-applicable: local reference
PORT-gtasaf-012-release-sha256	gtasaf	012-release-sha256	release	recorded	not-applicable: local reference
PORT-gtasaf-013-data-policy	gtasaf	013-data-policy	data	recorded	BYO Rockstar Flutter APK assets
PORT-gtasaf-014-package-identity	gtasaf	014-package-identity	data	recorded	GTASA v2.11.311 ARM64 Flutter rerelease
PORT-gtasaf-015-version-rule	gtasaf	015-version-rule	data	recorded	never mix with classic v2.00 assets
PORT-gtasaf-016-transactional-install	gtasaf	016-transactional-install	data	recorded	historical custom extraction
PORT-gtasaf-017-guest-abi	gtasaf	017-guest-abi	abi	recorded	Android AArch64
PORT-gtasaf-018-host-abi	gtasaf	018-host-abi	abi	recorded	Linux AArch64
PORT-gtasaf-019-elf-class	gtasaf	019-elf-class	abi	recorded	ELF64 with Android RELR
PORT-gtasaf-020-float-abi	gtasaf	020-float-abi	abi	recorded	AAPCS64
PORT-gtasaf-021-interpreter	gtasaf	021-interpreter	abi	recorded	NextOS AArch64 runtime
PORT-gtasaf-022-glibc-ceiling	gtasaf	022-glibc-ceiling	abi	recorded	not a current public artifact; re-audit
PORT-gtasaf-023-loader-family	gtasaf	023-loader-family	loader	recorded	GameNative/libGame two-module loader with RELR
PORT-gtasaf-024-init-array	gtasaf	024-init-array	loader	recorded	RELR relocations before constructors
PORT-gtasaf-025-jni-onload	gtasaf	025-jni-onload	loader	recorded	jni_load/GameNative path
PORT-gtasaf-026-native-lifecycle	gtasaf	026-native-lifecycle	loader	recorded	target flow
PORT-gtasaf-027-video-ownership	gtasaf	027-video-ownership	video	recorded	Mali-450 GLES2 target
PORT-gtasaf-028-backend-detection	gtasaf	028-backend-detection	video	recorded	not universal
PORT-gtasaf-029-gles-probe	gtasaf	029-gles-probe	video	recorded	pure GLES2 target
PORT-gtasaf-030-drawable-size	gtasaf	030-drawable-size	video	recorded	target drawable
PORT-gtasaf-031-video-fix-scope	gtasaf	031-video-fix-scope	video	recorded	RELR is generic format support; GameNative hooks are not
PORT-gtasaf-032-native-audio-first	gtasaf	032-native-audio-first	audio	recorded	OpenAL native context
PORT-gtasaf-033-audio-fallback-condition	gtasaf	033-audio-fallback-condition	audio	recorded	repair inherited Pulse then direct ALSA only on proven route
PORT-gtasaf-034-realtime-safety	gtasaf	034-realtime-safety	audio	recorded	context-rate handling target-specific
PORT-gtasaf-035-portmaster-mapping	gtasaf	035-portmaster-mapping	input	recorded	GameNative callbacks
